tick,wind,sun,s1,s2,s3,s4,s5,s6,s7,s8,s9,sA,sB,sC,sD,sE,sF,sG,sH,sI,sJ,sK,sL,sM,sN,sO,sP,a1,a2,a3,a4,a5,a6,a7,a8,a9,aA,aB,aC,aD,aE,aF,aG
51,10.088995424216012,-0.4934362632429925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.702521979808807,,0.8609594078734517,11.789267300628126,0.6793130887672305,1.7462298274040222e-3,10.354690602980554,2.5196297792717814,0.7665529847145081,0.7972115417942405,5.2021932788193226e-2,1.2730015441775322,3.437104169279337e-2,0.11175870895385742,0.2054421929642558,0.24553388357162476
52,10.123555034331813,0.45630684745039585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.056472430936992,,1.404592185281217,15.0,1.1900067329406738,1.859385520219803e-2,15.0,3.410605131648481,1.0349974036216736,1.1106999590992928,3.0691735446453094e-2,1.6943650553002954,8.147209882736206e-2,0.2054421929642558,0.3407103940844536,0.5252013215795159
53,9.681193017429022,0.48408142669058696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.701746796257794,,1.404592185281217,15.0,3.0174851417541504,0.2054421929642558,15.0,3.093552659265697,1.7462298274040222,1.1106999590992928,1.0184012353420258e-2,2.021479303948581,0.12035190593451262,0.19311904907226563,0.23163913283497095,0.5252013215795159
54,10.340574193461896,-0.40736247114842894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.789267300628126,,1.7991423374041915,11.977390386164188,5.776439211331308,0.27496833354234695,13.148300349712372,3.093552659265697,1.1498975800350308,0.8609594078734517,3.0174851417541504e-3,1.964271068572998,8.147209882736206e-2,0.11175870895385742,0.1388374948874116,0.5252013215795159
55,11.302144579034902,-0.19999134240554017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,3.093552659265697,15.0,9.52005386352539,0.3771856427192688,15.0,3.836466930806637,1.908152480609715,1.1106999590992928,5.893525667488575e-3,2.7967843925580382,9.581912308931351e-2,0.11175870895385742,0.3407103940844536,0.8286768570542336
56,10.70895641528356,-5.231076318906136e-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,6.1324238777160645,15.0,10.701746796257794,0.5020340904593468,15.0,5.214214324951172,2.453327178955078,1.7991423374041915,3.836466930806637e-3,4.392564296722412,0.14875084161758423,0.19311904907226563,0.624994863756001,1.0724033927544951
57,11.671280582943856,-0.4293489437525536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,6.502741598524153,,7.702521979808807,0.4795583663508296,15.0,5.323599907569587,2.5871163234114647,1.7991423374041915,1.7462298274040222e-3,4.490173305384815,0.1699710264801979,0.3586389357224107,1.0349974036216736,1.2310378951951861
58,11.30645539827332,0.4318062748093029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,6.887675262987614,,10.184012353420258,0.3407103940844536,15.0,7.019283366389573,2.3881980450823903,3.093552659265697,3.437104169279337e-2,5.434504710137844,0.1812988193705678,0.5490705370903015,1.544952392578125,1.2310378951951861
59,12.718515289193792,0.45703182524954344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,7.562479586340487,,7.287507760338485,0.30666589736938477,15.0,8.579227142035961,2.2614182671532035,2.9426749097183347,8.147209882736206e-2,4.999958910048008,0.24553388357162476,0.39636099245399237,0.9628152474761009,1.3597682118415833
60,12.576789990495262,1.3873437199348868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,9.52005386352539,,4.392564296722412,0.5020340904593468,15.0,9.199180640280247,4.392564296722412,3.170887939631939,9.581912308931351e-2,6.254256586544216,0.3407103940844536,0.3407103940844536,0.8940696716308594,1.964271068572998
61,13.193517035801948,1.0490616427509032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,9.358700481243432,,4.791654646396637,0.2905289875343442,15.0,10.527265258133411,5.323599907569587,4.895068123005331,0.15912519302219152,4.999958910048008,0.5020340904593468,0.7972115417942405,1.4971737982705235,2.079787664115429
62,12.760818526860161,2.400825195706725,0.0,0.0,0.0,0.0,0.0,0.1171875,0.0,0.2490234375,0.0,0.0,0.0,5.859375e-2,0.17578125,0.0,0.0,0.0,5.859375e-2,0.234375,0.0,0.0,0.0,0.2490234375,0.1171875,0.0,0.0,15.0,,10.527265258133411,,4.392564296722412,0.27496833354234695,15.0,11.789267300628126,4.2016105726361275,4.689708002842963,0.2054421929642558,6.012183730490506,0.5989568307995796,0.7076142355799675,1.6435375437140465,1.544952392578125
63,13.213316761377412,3.0018442198998656,0.0,0.0,0.3076171875,0.3076171875,0.0,0.64453125,0.498046875,0.8056640625,0.439453125,0.0,0.3076171875,0.673828125,0.8056640625,0.615234375,0.3076171875,0.3076171875,0.6298828125,0.8642578125,0.498046875,0.0,0.0,0.8642578125,0.7470703125,0.615234375,0.0,15.0,,9.848303161561489,,3.410605131648481,0.5736522143706679,15.0,12.359619140625,3.748612361960113,7.987772114574909,0.2054421929642558,6.629414856433868,0.6793130887672305,1.4503905549645424,2.3242319002747536,1.6435375437140465
64,13.202915038660553,2.8981584910197897,0.0,0.0,5.859375e-2,0.1171875,0.0,0.4541015625,0.3076171875,0.615234375,0.2490234375,0.0,0.1171875,0.4248046875,0.556640625,0.3662109375,0.1171875,0.1171875,0.3662109375,0.673828125,0.2490234375,0.0,0.0,0.615234375,0.556640625,0.3662109375,0.0,15.0,,10.878145694732666,,5.776439211331308,0.928018125705421,,11.418951326049864,4.392564296722412,9.358700481243432,0.11175870895385742,7.152557373046875,0.7665529847145081,1.8531130626797676,2.8691114857792854,1.404592185281217
65,13.010862194513335,3.569999647380202,0.0,0.556640625,0.9375,0.99609375,0.0,1.23046875,1.11328125,1.494140625,1.0693359375,0.0,0.8056640625,1.2451171875,1.376953125,1.1865234375,0.8642578125,0.8642578125,1.1865234375,1.552734375,1.0693359375,0.556640625,0.0,1.494140625,1.435546875,1.1865234375,0.0,15.0,,12.359619140625,,10.354690602980554,0.5252013215795159,,12.553745764307678,3.3294036984443665,8.731517591513693,0.11175870895385742,8.13300081063062,0.8286768570542336,1.4971737982705235,2.6557972887530923,0.8940696716308594
66,12.656847620172837,3.7552359469630083,0.0,0.732421875,1.1279296875,1.1865234375,0.0,1.4208984375,1.3037109375,1.6845703125,1.259765625,0.0,0.99609375,1.435546875,1.6259765625,1.435546875,1.0546875,1.0546875,1.435546875,1.728515625,1.259765625,0.7470703125,0.0,1.6845703125,1.6259765625,1.435546875,0.0,15.0,,11.418951326049864,,7.702521979808807,0.457763671875,,13.148300349712372,2.1997466683387756,9.683251264505088,0.1812988193705678,6.757722585462034,0.7665529847145081,1.0349974036216736,1.964271068572998,0.7972115417942405
67,13.166122737673977,5.529133430538007,0.0,2.548828125,3.0615234375,3.0615234375,0.0,3.1201171875,3.1787109375,3.57421875,3.0908203125,0.0,2.5048828125,3.2373046875,3.45703125,3.1787109375,2.6806640625,2.6806640625,3.2080078125,3.662109375,3.1640625,2.314453125,0.0,3.5595703125,3.57421875,3.3251953125,0.0,15.0,,9.041483863256872,,5.214214324951172,0.624994863756001,,11.789267300628126,3.662109375,7.562479586340487,0.1388374948874116,6.377692334353924,0.7665529847145081,1.1498975800350308,2.3242319002747536,1.0349974036216736
68,13.763446023890255,6.36355552602327,0.0,3.3544921875,3.8818359375,3.8671875,0.0,3.9111328125,3.9990234375,4.453125,3.8525390625,0.0,3.193359375,3.9990234375,4.27734375,3.9990234375,3.427734375,3.369140625,4.0283203125,4.4677734375,3.9111328125,3.0029296875,0.0,4.306640625,4.3798828125,4.130859375,0.0,15.0,,12.74989452213049,,4.296380211599171,0.928018125705421,,15.0,6.1324238777160645,5.893525667488575,0.15912519302219152,6.629414856433868,0.6517767906188965,0.7665529847145081,1.5937368152663112,1.908152480609715
69,13.315108815226795,7.097781040687664,0.0,3.9111328125,4.51171875,4.4970703125,0.0,4.423828125,4.5556640625,5.009765625,4.482421875,0.0,3.69140625,4.5556640625,4.8486328125,4.5556640625,3.92578125,3.8671875,4.599609375,5.09765625,4.5556640625,3.5009765625,0.0,4.9365234375,5.009765625,4.7021484375,0.0,15.0,,15.0,,7.152557373046875,0.5989568307995796,,12.74989452213049,6.377692334353924,8.885599672794342,0.24553388357162476,7.152557373046875,0.624994863756001,1.1900067329406738,2.3881980450823903,1.3159081572666764
70,13.438333654071098,7.844414702968497,0.0,4.716796875,5.33203125,5.244140625,0.0,5.1416015625,5.361328125,5.830078125,5.244140625,0.0,4.3798828125,5.302734375,5.6689453125,5.361328125,4.6142578125,4.5556640625,5.419921875,5.9033203125,5.302734375,4.2041015625,0.0,5.7421875,5.830078125,5.5224609375,0.0,15.0,,10.354690602980554,,9.683251264505088,0.457763671875,,11.418951326049864,6.1324238777160645,10.015220032073557,0.3233895404264331,6.012183730490506,0.6793130887672305,1.4503905549645424,2.7256831526756287,1.4971737982705235
71,13.754478167388992,9.010680320435359,0.0,5.8447265625,6.5185546875,6.4306640625,0.0,6.181640625,6.4892578125,7.0166015625,6.38671875,0.0,5.33203125,6.4306640625,6.796875,6.4892578125,5.68359375,5.5517578125,6.4892578125,7.08984375,6.4453125,5.2001953125,0.0,6.8701171875,7.08984375,6.650390625,0.0,15.0,,11.418951326049864,,6.1324238777160645,0.21827872842550278,,9.041483863256872,6.377692334353924,5.66091388463974,0.3407103940844536,5.893525667488575,0.9628152474761009,1.404592185281217,2.2614182671532035,1.7462298274040222
72,14.058654894311735,10.152744603442255,0.0,6.8994140625,7.705078125,7.55859375,0.0,7.236328125,7.6171875,8.14453125,7.4560546875,0.0,6.26953125,7.5,7.939453125,7.55859375,6.6796875,6.5625,7.6171875,8.2763671875,7.529296875,6.1376953125,0.0,7.998046875,8.2177734375,7.7783203125,0.0,15.0,,11.977390386164188,,9.52005386352539,0.3407103940844536,,11.603124439716339,7.562479586340487,8.428717846982181,0.24553388357162476,8.279979228973389,0.6517767906188965,2.021479303948581,3.093552659265697,2.453327178955078
73,13.8210038596189,10.84164213574947,0.0,7.4560546875,8.2763671875,8.115234375,0.0,7.7490234375,8.173828125,8.7158203125,8.02734375,0.0,6.708984375,8.056640625,8.49609375,8.115234375,7.119140625,6.9873046875,8.1298828125,8.8330078125,8.1005859375,6.650390625,0.0,8.49609375,8.7744140625,8.3349609375,0.0,15.0,,11.236737482249737,,15.0,0.3586389357224107,,14.393138699233532,7.702521979808807,12.74989452213049,0.21827872842550278,7.987772114574909,0.5020340904593468,2.9426749097183347,3.836466930806637,2.8691114857792854
74,13.280282421388916,11.751416639538839,0.0,8.3349609375,9.2138671875,8.994140625,0.0,8.5400390625,9.052734375,9.6533203125,8.9208984375,0.0,7.4560546875,8.935546875,9.3896484375,8.994140625,7.9248046875,7.8076171875,9.0087890625,9.7705078125,8.9794921875,7.3974609375,0.0,9.43359375,9.7265625,9.287109375,0.0,15.0,,13.76133703161031,,9.848303161561489,0.14875084161758423,,14.393138699233532,6.887675262987614,9.52005386352539,0.30666589736938477,5.434504710137844,0.3586389357224107,2.453327178955078,3.5769474925473332,2.9426749097183347
75,13.8074122613874,12.436534353649115,0.0,8.8330078125,9.7265625,9.55078125,0.0,9.052734375,9.55078125,10.224609375,9.4189453125,0.0,7.8955078125,9.43359375,9.8876953125,9.4921875,8.4375,8.2470703125,9.5654296875,10.2685546875,9.4921875,7.8369140625,0.0,9.931640625,10.283203125,9.78515625,0.0,15.0,,4.895068123005331,,4.791654646396637,4.71482053399086e-2,,11.056472430936992,5.776439211331308,6.502741598524153,0.3233895404264331,4.791654646396637,0.3586389357224107,2.079787664115429,3.3294036984443665,2.5871163234114647
76,14.291926819417984,12.310563004578302,0.0,8.8330078125,9.7265625,9.4921875,0.0,8.994140625,9.55078125,10.166015625,9.4189453125,0.0,7.8955078125,9.375,9.8876953125,9.4921875,8.3642578125,8.2470703125,9.5068359375,10.2685546875,9.4921875,7.8369140625,0.0,9.931640625,10.283203125,9.78515625,0.0,15.0,,2.5871163234114647,,5.323599907569587,5.7220458984375e-2,,12.359619140625,5.214214324951172,6.254256586544216,0.4161754623055458,5.66091388463974,0.3233895404264331,1.7991423374041915,3.4931162372231483,2.7967843925580382
77,13.844620257683998,12.59400799187039,0.0,8.9501953125,9.90234375,9.6826171875,0.0,9.1845703125,9.7412109375,10.341796875,9.55078125,0.0,8.02734375,9.55078125,10.01953125,9.6240234375,8.5546875,8.3642578125,9.697265625,10.4443359375,9.6826171875,7.96875,0.0,10.048828125,10.4150390625,9.90234375,0.0,15.0,,3.093552659265697,,2.5196297792717814,2.4139881134033203e-2,,13.969838619232178,3.836466930806637,5.776439211331308,0.5736522143706679,4.999958910048008,0.4161754623055458,1.908152480609715,3.170887939631939,2.2614182671532035
78,13.842759735872123,12.337550697615917,0.0,8.7744140625,9.7265625,9.4921875,0.0,8.994140625,9.55078125,10.166015625,9.3603515625,0.0,7.8955078125,9.375,9.8876953125,9.43359375,8.3642578125,8.173828125,9.5068359375,10.2685546875,9.4921875,7.8369140625,0.0,9.873046875,10.224609375,9.7265625,0.0,15.0,,4.791654646396637,,0.5989568307995796,0.1035846071317792,,12.553745764307678,3.5769474925473332,7.987772114574909,0.2599734580144286,5.434504710137844,0.39636099245399237,2.079787664115429,3.3294036984443665,2.6557972887530923
79,12.704546373984199,13.21463367897834,0.0,9.4482421875,10.4150390625,10.1806640625,0.0,9.638671875,10.2392578125,10.8544921875,10.048828125,0.0,8.466796875,10.048828125,10.517578125,10.1220703125,8.994140625,8.8037109375,10.2099609375,10.9423828125,10.1806640625,8.408203125,0.0,10.5615234375,10.9716796875,10.4736328125,0.0,15.0,,11.418951326049864,,11.977390386164188,0.19311904907226563,,12.359619140625,3.5769474925473332,10.701746796257794,0.12035190593451262,5.323599907569587,0.5020340904593468,1.7991423374041915,3.410605131648481,1.8531130626797676
80,13.59387930344936,12.55060480851158,0.0,8.9501953125,9.84375,9.6240234375,0.0,9.1259765625,9.6826171875,10.341796875,9.55078125,0.0,8.02734375,9.4921875,10.01953125,9.6240234375,8.49609375,8.3642578125,9.638671875,10.3857421875,9.609375,7.96875,0.0,10.048828125,10.4150390625,9.90234375,0.0,15.0,,15.0,,5.776439211331308,0.11175870895385742,,12.167504173703492,2.5196297792717814,7.287507760338485,0.1812988193705678,6.377692334353924,0.3771856427192688,1.544952392578125,2.8691114857792854,1.5937368152663112
81,14.172179055784765,12.938671406773599,0.0,9.2724609375,10.224609375,9.990234375,0.0,9.4482421875,10.048828125,10.6640625,9.873046875,0.0,8.2763671875,9.7998046875,10.3271484375,9.931640625,8.8037109375,8.61328125,9.9462890625,10.7666015625,9.931640625,8.2177734375,0.0,10.37109375,10.72265625,10.224609375,0.0,15.0,,15.0,,5.323599907569587,0.43663952965289354,,13.969838619232178,2.5196297792717814,6.757722585462034,0.14875084161758423,9.199180640280247,0.5490705370903015,1.2730015441775322,2.5871163234114647,1.4503905549645424
82,13.822082964329761,12.014207292708345,0.0,8.3935546875,9.2138671875,9.052734375,0.0,8.5986328125,9.111328125,9.7265625,8.9794921875,0.0,7.529296875,8.994140625,9.4482421875,9.052734375,7.998046875,7.8662109375,9.1259765625,9.8291015625,9.0380859375,7.4560546875,0.0,9.4921875,9.78515625,9.345703125,0.0,15.0,,15.0,,15.0,0.8286768570542336,,15.0,3.5769474925473332,5.66091388463974,7.486960384994745e-2,11.418951326049864,0.5020340904593468,1.2310378951951861,2.3881980450823903,1.7991423374041915
83,13.405226911924817,11.399806627342532,0.0,7.8369140625,8.6572265625,8.49609375,0.0,8.0859375,8.5546875,9.1552734375,8.408203125,0.0,7.08984375,8.4375,8.876953125,8.49609375,7.5,7.3681640625,8.5693359375,9.2724609375,8.466796875,6.9580078125,0.0,8.935546875,9.2138671875,8.7744140625,0.0,15.0,,15.0,,15.0,0.5989568307995796,,13.969838619232178,2.8691114857792854,4.016272723674774,9.581912308931351e-2,8.279979228973389,0.7366907084360719,0.7076142355799675,1.5937368152663112,1.4971737982705235
84,12.308419811053867,10.351188084931488,0.0,6.9580078125,7.7783203125,7.6171875,0.0,7.294921875,7.67578125,8.2177734375,7.529296875,0.0,6.328125,7.55859375,7.998046875,7.6171875,6.6796875,6.5625,7.67578125,8.3349609375,7.587890625,6.2109375,0.0,8.056640625,8.2763671875,7.8369140625,0.0,15.0,,15.0,,15.0,1.1498975800350308,,12.167504173703492,4.016272723674774,5.434504710137844,5.7220458984375e-2,8.579227142035961,0.7665529847145081,1.0724033927544951,2.021479303948581,1.7991423374041915
85,13.494033204899273,9.003275999648775,0.0,5.654296875,6.4013671875,6.240234375,0.0,6.064453125,6.3720703125,6.8994140625,6.1962890625,0.0,5.2001953125,6.298828125,6.6796875,6.298828125,5.5517578125,5.4345703125,6.357421875,6.9580078125,6.328125,5.0830078125,0.0,6.73828125,6.8994140625,6.5185546875,0.0,15.0,,13.76133703161031,,8.579227142035961,0.9628152474761009,,9.358700481243432,4.791654646396637,4.791654646396637,5.7220458984375e-2,6.012183730490506,0.5736522143706679,1.1498975800350308,1.6943650553002954,2.3242319002747536
86,13.969475122208873,8.39359061913806,0.0,5.09765625,5.771484375,5.68359375,0.0,5.537109375,5.80078125,6.328125,5.68359375,0.0,4.7021484375,5.7421875,6.1083984375,5.7421875,4.9951171875,4.9365234375,5.7861328125,6.3427734375,5.7568359375,4.5703125,0.0,6.181640625,6.328125,5.9619140625,0.0,15.0,,8.885599672794342,,7.152557373046875,0.7366907084360719,,8.885599672794342,6.502741598524153,6.1324238777160645,0.1035846071317792,7.152557373046875,0.5252013215795159,1.4503905549645424,2.8691114857792854,2.3242319002747536
87,13.270656906907234,7.836213992436592,0.0,4.541015625,5.1416015625,5.0537109375,0.0,4.951171875,5.185546875,5.6982421875,5.0537109375,0.0,4.2041015625,5.185546875,5.478515625,5.185546875,4.4970703125,4.423828125,5.2294921875,5.7861328125,5.185546875,4.072265625,0.0,5.5517578125,5.6982421875,5.33203125,0.0,15.0,,7.987772114574909,,6.887675262987614,1.1498975800350308,,11.977390386164188,5.323599907569587,9.199180640280247,0.1388374948874116,6.254256586544216,0.5020340904593468,1.3159081572666764,3.0174851417541504,2.3242319002747536
88,13.450119061478977,7.0590823241148986,0.0,3.7939453125,4.3212890625,4.306640625,0.0,4.2333984375,4.423828125,4.892578125,4.2919921875,0.0,3.57421875,4.423828125,4.716796875,4.423828125,3.80859375,3.75,4.4677734375,4.9658203125,4.365234375,3.3837890625,0.0,4.8046875,4.892578125,4.5703125,0.0,15.0,,5.546939210034907,,6.757722585462034,1.1498975800350308,,10.527265258133411,5.546939210034907,7.987772114574909,1.0184012353420258e-2,4.791654646396637,0.4795583663508296,1.2730015441775322,2.5196297792717814,2.5196297792717814
89,13.338063452056584,6.340505335102055,0.0,3.1640625,3.69140625,3.6767578125,0.0,3.7060546875,3.80859375,4.2626953125,3.720703125,0.0,3.0615234375,3.80859375,4.0869140625,3.80859375,3.2373046875,3.1787109375,3.837890625,4.2919921875,3.720703125,2.8857421875,0.0,4.1748046875,4.2626953125,3.9404296875,0.0,15.0,,7.019283366389573,,4.895068123005331,0.3586389357224107,,12.359619140625,5.323599907569587,7.287507760338485,3.8333237171173096e-2,4.392564296722412,0.4795583663508296,1.1106999590992928,2.079787664115429,2.5196297792717814
90,14.308808454697925,5.456359197730302,0.0,2.16796875,2.6220703125,2.6220703125,0.0,2.724609375,2.8125,3.193359375,2.7099609375,0.0,2.1826171875,2.87109375,3.076171875,2.8125,2.2998046875,2.2998046875,2.8857421875,3.22265625,2.7099609375,1.93359375,0.0,3.1201171875,3.134765625,2.8857421875,0.0,15.0,,5.776439211331308,,2.5196297792717814,0.14875084161758423,,10.354690602980554,6.757722585462034,7.844282663427293,0.19311904907226563,5.66091388463974,0.5252013215795159,1.6435375437140465,2.5196297792717814,2.7256831526756287
91,14.891933938471762,4.308195328106081,0.0,1.11328125,1.5673828125,1.552734375,0.0,1.7578125,1.7431640625,2.1240234375,1.640625,0.0,1.3037109375,1.8017578125,2.0068359375,1.8017578125,1.3623046875,1.3623046875,1.81640625,2.16796875,1.69921875,1.0546875,0.0,2.05078125,2.0654296875,1.81640625,0.0,15.0,,15.0,,8.279979228973389,0.5020340904593468,,12.553745764307678,8.13300081063062,9.199180640280247,0.2054421929642558,5.66091388463974,0.6793130887672305,2.1997466683387756,4.296380211599171,4.2016105726361275
92,13.766339743140616,4.158404278819732,0.0,0.9228515625,1.3037109375,1.3623046875,0.0,1.552734375,1.494140625,1.875,1.4501953125,0.0,1.1279296875,1.611328125,1.81640625,1.611328125,1.1865234375,1.1865234375,1.6259765625,1.9189453125,1.5087890625,0.8642578125,0.0,1.875,1.875,1.6259765625,0.0,,,13.969838619232178,,7.424145005643368,0.39636099245399237,,15.0,7.987772114574909,10.527265258133411,0.3407103940844536,5.66091388463974,0.7665529847145081,2.5871163234114647,4.999958910048008,4.392564296722412
93,13.591999079255583,1.9766460382993687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.895068123005331,,6.887675262987614,6.863381713628769e-2,,15.0,5.893525667488575,11.603124439716339,0.457763671875,5.106337484903634,0.5020340904593468,2.2614182671532035,4.689708002842963,3.093552659265697
94,12.749632295244412,1.3062566238229203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.5892177149653435,,1.908152480609715,7.486960384994745e-2,,15.0,4.5892177149653435,7.287507760338485,0.3233895404264331,4.895068123005331,0.30666589736938477,1.4971737982705235,2.6557972887530923,3.0174851417541504
95,12.900078285039168,-7.582160896285167e-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7.844282663427293,,2.021479303948581,3.437104169279337e-2,,12.553745764307678,3.748612361960113,3.836466930806637,0.3586389357224107,4.392564296722412,0.3407103940844536,0.9984715143218637,1.3597682118415833,2.3242319002747536
96,14.157712614147028,-8.590858806202428e-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,9.848303161561489,,5.776439211331308,4.25887992605567e-2,,15.0,4.999958910048008,4.2016105726361275,0.3233895404264331,4.895068123005331,0.3233895404264331,1.1106999590992928,1.908152480609715,1.964271068572998
97,13.740354025753275,-8.541938844297892e-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,11.603124439716339,,9.358700481243432,6.275426130741835e-2,,15.0,5.323599907569587,4.296380211599171,0.5490705370903015,4.689708002842963,0.457763671875,0.928018125705421,1.3159081572666764,2.7256831526756287
98,13.501910102463881,2.627884674634018e-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,11.977390386164188,,13.554920442402363,0.2599734580144286,,14.82490450143814,3.5769474925473332,7.019283366389573,0.3407103940844536,4.895068123005331,0.6517767906188965,1.3159081572666764,2.453327178955078,2.1392066264525056
99,12.99330288423397,-0.41681411208332464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,14.18043568264693,,10.527265258133411,0.23163913283497095,,14.393138699233532,4.016272723674774,6.887675262987614,0.39636099245399237,6.012183730490506,0.4795583663508296,1.0724033927544951,2.079787664115429,1.6943650553002954
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10.527265258133411,,7.019283366389573,0.3586389357224107,,9.848303161561489,2.5871163234114647,6.377692334353924,0.19311904907226563,4.895068123005331,0.5020340904593468,0.928018125705421,1.4971737982705235,1.4503905549645424
